"predictor_type","var1","var2","cramers_v","p_value","n_categories","n_valid_cases","var1_type","var2_type"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_motorizedActFreq",0.110103116601667,0.0193007224582872,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_motorizedActFreq_factor",0.110103116601667,0.0193007224582872,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_motorizedActFreq_numeric",0.110103116601667,0.0193007224582872,10,1101,"lifestyle","lifestyle"
"interaction","ses_age_4Cat","ses_ethnicityWhite",0.110046218463415,0.000987465503833275,8,1101,"ses","ses"
"single","lifestyle_consCoffee",NA,0.110029384505098,0.000134534223517221,7,1101,"lifestyle",NA
"interaction","lifestyle_goFishingFreq_bin","ses_educ_5Cat",0.10999084761465,0.0198265796262487,10,1101,"lifestyle","ses"
"interaction","lifestyle_goFishingFreq","lifestyle_motorizedActFreq_bin",0.109936564476883,0.020085223894843,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_factor","lifestyle_motorizedActFreq_bin",0.109936564476883,0.020085223894843,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_numeric","lifestyle_motorizedActFreq_bin",0.109936564476883,0.020085223894843,10,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_motorizedActFreq_bin",0.10986279173675,0.000474996809578524,4,1101,"ses","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_motorizedActFreq_bin",0.10960937252796,0.000506243191000381,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goMuseumsFreq_bin",0.109409496327306,1.53615490535518e-05,6,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_motorizedActFreq_bin",0.109248755606943,1.63821511858576e-05,6,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_volunteeringFreq_bin",0.109175122980668,0.000564288874310023,4,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","ses_ethnicityWB",0.109131669793601,1.71660116870021e-05,6,1101,"ses","ses"
"interaction","ses_ethnicityWhite","ses_educ_5Cat",0.109008312796297,0.0249772769050498,10,1101,"ses","ses"
"interaction","ses_genderFemale","ses_educ_5Cat",0.109004685699809,0.0249982220309196,10,1101,"ses","ses"
"interaction","lifestyle_clothingStyleGroups","lifestyle_volunteeringFreq_bin",0.108811974167009,1.94929009560487e-05,6,1101,"lifestyle","lifestyle"
"interaction","lifestyle_consClothes","lifestyle_ownPet_bin",0.108680838242446,0.00151922140601549,8,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_consClothes",0.108675257266236,0.00152185422137456,8,1101,"ses","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_goFishingFreq",0.108642665009774,0.0271652039916526,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_goFishingFreq_factor",0.108642665009774,0.0271652039916526,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_goFishingFreq_numeric",0.108642665009774,0.0271652039916526,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_volunteeringFreq_bin","lifestyle_motorizedActFreq_bin",0.10824549630701,0.000710030103315334,4,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","lifestyle_consClothes",0.107853358659771,0.0019587430356533,8,1101,"ses","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goHuntingFreq",0.107604321143734,0.0342796789623017,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goHuntingFreq_factor",0.107604321143734,0.0342796789623017,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goHuntingFreq_numeric",0.107604321143734,0.0342796789623017,10,1101,"lifestyle","lifestyle"
"interaction","ses_age_4Cat","lifestyle_goMuseumsFreq_bin",0.107463966336551,0.00220350784125673,8,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_volunteeringFreq_bin",0.107429426612623,0.000866113839836983,4,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","ses_genderFemale",0.107369593380979,3.42771504227894e-05,6,1101,"ses","ses"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_volunteeringFreq",0.107231098739815,0.0371905628541385,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_volunteeringFreq_factor",0.107231098739815,0.0371905628541385,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_volunteeringFreq_numeric",0.107231098739815,0.0371905628541385,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq","lifestyle_volunteeringFreq_bin",0.106878848090013,0.040123212083316,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_factor","lifestyle_volunteeringFreq_bin",0.106878848090013,0.040123212083316,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_numeric","lifestyle_volunteeringFreq_bin",0.106878848090013,0.040123212083316,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goMuseumsFreq_bin",0.106332682634894,0.00112629281806633,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_ownPet_bin",0.106126917999679,5.50795280576681e-05,6,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_motorizedActFreq",0.106122210788269,0.0470698651599757,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_motorizedActFreq_factor",0.106122210788269,0.0470698651599757,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_motorizedActFreq_numeric",0.106122210788269,0.0470698651599757,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_typeTransport",0.105975348359163,5.83154759618327e-05,6,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","lifestyle_goMuseumsFreq_bin",0.105868896942054,0.00125670587773677,4,1101,"ses","lifestyle"
"interaction","lifestyle_consClothes","lifestyle_volunteeringFreq_bin",0.10557190580786,0.00384006898737404,8,1101,"lifestyle","lifestyle"
"single","lifestyle_motorizedActFreq_bin",NA,0.105544563379879,0.0313346413857752,2,1101,"lifestyle",NA
"interaction","ses_immigrant","ses_educ_3Cat",0.104666450920667,9.48186442055074e-05,6,1101,"ses","ses"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_goMuseumsFreq_bin",0.104319542593761,0.0018003167502064,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","ses_income_3Cat",0.103708572142592,0.000134268547229946,6,1101,"lifestyle","ses"
"single","lifestyle_exercise",NA,0.103145896229285,0.00751585233066091,8,1101,"lifestyle",NA
"interaction","lifestyle_consClothes","lifestyle_motorizedActFreq_bin",0.10310941487564,0.00758947773964608,8,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","ses_income_3Cat",0.103013982406506,0.00017207487921471,6,1101,"lifestyle","ses"
"interaction","lifestyle_goFishingFreq_bin","ses_income_3Cat",0.102799637211474,0.000185634344610101,6,1101,"lifestyle","ses"
"interaction","lifestyle_typeTransport","lifestyle_goFishingFreq_bin",0.10277152326891,0.000187485693992075,6,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_motorizedActFreq_bin",0.102608657985723,0.00264632729704287,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","ses_educ_5Cat",0.102449311844758,0.0957614757880696,10,1101,"lifestyle","ses"
"interaction","lifestyle_goHuntingFreq","lifestyle_motorizedActFreq_bin",0.102423347191095,0.0962067621273124,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_factor","lifestyle_motorizedActFreq_bin",0.102423347191095,0.0962067621273124,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_numeric","lifestyle_motorizedActFreq_bin",0.102423347191095,0.0962067621273124,10,1101,"lifestyle","lifestyle"
"single","lifestyle_ownPet",NA,0.102111718334636,0.00187883705257731,7,1101,"lifestyle",NA
"interaction","lifestyle_ownPet_bin","ses_educ_3Cat",0.101759326354294,0.000266973313277102,6,1101,"lifestyle","ses"
"interaction","ses_ethnicityWB","lifestyle_motorizedActFreq_bin",0.101307169528102,0.00031187970213406,6,1101,"ses","lifestyle"
"interaction","lifestyle_goHuntingFreq","lifestyle_goMuseumsFreq_bin",0.101226681736007,0.118454790105279,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_factor","lifestyle_goMuseumsFreq_bin",0.101226681736007,0.118454790105279,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_numeric","lifestyle_goMuseumsFreq_bin",0.101226681736007,0.118454790105279,10,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_typeTransport",0.10115571659701,0.000328441382717775,6,1101,"ses","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_goMuseumsFreq_bin",0.100954266677462,0.00379583415884659,4,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_typeTransport",0.10086938594359,0.000362026865619267,6,1101,"ses","lifestyle"
"single","ses_dwelling_cat",NA,0.100715854920659,0.00284745471746515,7,1101,"ses",NA
"interaction","lifestyle_hasTattoos","ses_educ_3Cat",0.100566478907324,0.000401039828017877,6,1101,"lifestyle","ses"
"interaction","lifestyle_ownPet_bin","lifestyle_motorizedActFreq_bin",0.100081069695725,0.00457050335792009,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_volunteeringFreq_bin",0.100058693915028,0.000475379863211804,6,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWhite","ses_income_3Cat",0.099790931246935,0.000519581239444173,6,1101,"ses","ses"
"interaction","lifestyle_ownPet_bin","lifestyle_motorizedActFreq",0.0997534744435189,0.150681468691911,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_motorizedActFreq_factor",0.0997534744435189,0.150681468691911,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_motorizedActFreq_numeric",0.0997534744435189,0.150681468691911,10,1101,"lifestyle","lifestyle"
"interaction","ses_educ_5Cat","lifestyle_motorizedActFreq_bin",0.0996709297617636,0.152650142033314,10,1101,"ses","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_goHuntingFreq_bin",0.0994315430150725,0.000584950391102952,6,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq","lifestyle_goMuseumsFreq_bin",0.0992191897532441,0.163734530388797,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_factor","lifestyle_goMuseumsFreq_bin",0.0992191897532441,0.163734530388797,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_numeric","lifestyle_goMuseumsFreq_bin",0.0992191897532441,0.163734530388797,10,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_motorizedActFreq_bin",0.0987623447246776,0.00601320667592673,4,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_motorizedActFreq",0.0983662448405757,0.186099014412886,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_motorizedActFreq_factor",0.0983662448405757,0.186099014412886,10,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_motorizedActFreq_numeric",0.0983662448405757,0.186099014412886,10,1101,"ses","lifestyle"
"interaction","lifestyle_volunteeringFreq_bin","ses_educ_3Cat",0.0982164581495939,0.000867085953095869,6,1101,"lifestyle","ses"
"single","ses_educ_3Cat",NA,0.0980872809798468,0.0198352787113812,3,1101,"ses",NA
"interaction","lifestyle_goFishingFreq_bin","ses_educ_3Cat",0.09751200559085,0.00108392415457286,6,1101,"lifestyle","ses"
"interaction","lifestyle_goHuntingFreq_bin","ses_educ_3Cat",0.097465566348688,0.00109984927217022,6,1101,"lifestyle","ses"
"interaction","lifestyle_ownPet_bin","ses_income_3Cat",0.0972130831367631,0.00119028318926232,6,1101,"lifestyle","ses"
"interaction","ses_genderFemale","ses_income_3Cat",0.0968428580842247,0.00133536402481416,6,1101,"ses","ses"
"interaction","ses_income_3Cat","lifestyle_motorizedActFreq_bin",0.0966192998293606,0.00143069641546074,6,1101,"ses","lifestyle"
"single","lifestyle_consClothes",NA,0.0963854459697115,0.00967643960936251,4,1101,"lifestyle",NA
"single","ses_ethnicity",NA,0.0959869239029168,0.0104264825005934,7,1101,"ses",NA
"interaction","lifestyle_volunteeringFreq_bin","ses_income_3Cat",0.0951335139834305,0.00224121731117732,6,1101,"lifestyle","ses"
"interaction","ses_ethnicityWhite","ses_educ_3Cat",0.0947456583764218,0.00251301897002894,6,1101,"ses","ses"
"interaction","ses_ethnicityWB","lifestyle_volunteeringFreq_bin",0.0944460566737024,0.00274323004996643,6,1101,"ses","lifestyle"
"interaction","lifestyle_ownPet_bin","lifestyle_goMuseumsFreq_bin",0.0942355489264653,0.0145728106094465,4,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_goMuseumsFreq_bin",0.0942336616640768,0.0145779225020123,4,1101,"ses","lifestyle"
"interaction","ses_genderFemale","ses_educ_3Cat",0.0937214637229059,0.00338160315983312,6,1101,"ses","ses"
"single","lifestyle_goFishingFreq",NA,0.0935726790907847,0.00755728053829801,5,1101,"lifestyle",NA
"single","lifestyle_goFishingFreq_factor",NA,0.0935726790907847,0.00755728053829801,5,1101,"lifestyle",NA
"single","lifestyle_goFishingFreq_numeric",NA,0.0935726790907847,0.00755728053829801,5,1101,"lifestyle",NA
"interaction","lifestyle_typeTransport","lifestyle_motorizedActFreq_bin",0.0923769659027966,0.00493392945448816,6,1101,"lifestyle","lifestyle"
"interaction","lifestyle_consClothes","lifestyle_goMuseumsFreq_bin",0.0919885686932658,0.0911782637055425,8,1101,"lifestyle","lifestyle"
"single","lifestyle_numberTattoos",NA,0.0916762970012693,0.00597531432014815,6,1101,"lifestyle",NA
"interaction","ses_ethnicityWhite","lifestyle_goMuseumsFreq_bin",0.0910666252501656,0.0256985473453365,4,1101,"ses","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","lifestyle_motorizedActFreq",0.0908689383658783,0.452970395322356,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","lifestyle_motorizedActFreq_factor",0.0908689383658783,0.452970395322356,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","lifestyle_motorizedActFreq_numeric",0.0908689383658783,0.452970395322356,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","lifestyle_volunteeringFreq_bin",0.0907083392405518,0.027326147371784,4,1101,"lifestyle","lifestyle"
"single","ses_income",NA,0.0905728703255694,0.116734206012672,8,1101,"ses",NA
"interaction","lifestyle_goMuseumsFreq_bin","ses_income_3Cat",0.090516764623166,0.00813710891659896,6,1101,"lifestyle","ses"
"single","lifestyle_goHuntingFreq",NA,0.0889942355912048,0.0207551637099652,5,1101,"lifestyle",NA
"single","lifestyle_goHuntingFreq_factor",NA,0.0889942355912048,0.0207551637099652,5,1101,"lifestyle",NA
"single","lifestyle_goHuntingFreq_numeric",NA,0.0889942355912048,0.0207551637099652,5,1101,"lifestyle",NA
"single","lifestyle_volunteeringFreq",NA,0.0883484712778803,0.0236957787356533,5,1101,"lifestyle",NA
"single","lifestyle_volunteeringFreq_factor",NA,0.0883484712778803,0.0236957787356533,5,1101,"lifestyle",NA
"single","lifestyle_volunteeringFreq_numeric",NA,0.0883484712778803,0.0236957787356533,5,1101,"lifestyle",NA
"interaction","lifestyle_goMuseumsFreq_bin","ses_educ_3Cat",0.0883464286585955,0.0141137697474906,6,1101,"lifestyle","ses"
"interaction","lifestyle_typeTransport","lifestyle_goMuseumsFreq_bin",0.086269875285433,0.02311946225346,6,1101,"lifestyle","lifestyle"
"single","ses_incomeCensus",NA,0.0855622163899146,0.0991552739970334,7,1101,"ses",NA
"single","lifestyle_smokeFreq",NA,0.0848300158549009,0.112544975483637,7,1101,"lifestyle",NA
"interaction","ses_ethnicityWB","lifestyle_goMuseumsFreq_bin",0.0829121819713931,0.0479110623750795,6,1101,"ses","lifestyle"
"interaction","ses_educ_3Cat","lifestyle_motorizedActFreq_bin",0.0824451663678796,0.0526622705576691,6,1101,"ses","lifestyle"
"interaction","lifestyle_goMuseumsFreq_bin","lifestyle_motorizedActFreq_bin",0.0821907848466416,0.0998595840525079,4,1101,"lifestyle","lifestyle"
"single","ses_educ_5Cat",NA,0.0814979313867463,0.082933755998078,5,1101,"ses",NA
"single","ses_educ",NA,0.080464415873535,0.220023313246045,7,1101,"ses",NA
"single","lifestyle_motorizedActFreq",NA,0.0764595360377888,0.174363794059827,5,1101,"lifestyle",NA
"single","lifestyle_motorizedActFreq_factor",NA,0.0764595360377888,0.174363794059827,5,1101,"lifestyle",NA
"single","lifestyle_motorizedActFreq_numeric",NA,0.0764595360377888,0.174363794059827,5,1101,"lifestyle",NA
"single","lifestyle_goMuseumsFreq_bin",NA,0.0763887781451509,0.267066396235688,2,1101,"lifestyle",NA
